index,mean,std
2,1060.1923276363084,78.05368110937253
4,1076.0993721212963,94.5216136171086
6,966.0484708342643,158.69294365865647
8,954.2569321705487,90.82728515150224
10,893.6807807783704,103.28822345568234
12,978.3224757826845,155.5511961674335
14,992.0923539021571,94.33210998282914
16,1087.1916282213565,147.71821777730716
18,890.6092649767064,90.42811642173632
20,867.9599467214554,84.18111599515034
22,971.1682703027493,82.43530879927613
24,905.3331069486179,60.80791505587335
26,980.0964314635901,45.61328018204484
28,912.467981064691,41.14470041383013
30,816.2883404806892,45.926968599616885
32,898.1291007680995,67.40165983735197
34,916.9499860858862,36.394220507864816
36,998.9748385666396,46.85811803077898
38,863.7068503414754,53.3268354247212
40,929.4885016847968,40.20046809532304
42,969.0810132856338,32.33745446920328
44,924.5774201786911,43.541867275483526
46,936.3841151468556,53.09229868822758
48,931.7001463102072,98.61096364747128
50,958.2144893219626,43.52742833054756
52,922.7422103317351,91.59685208093072
54,857.1947761778499,80.12889925962251
56,955.730444169603,25.588698730239496
58,902.7428474683298,49.04642577951921
60,915.1120518331716,87.89509302416441
62,956.3292914410409,34.28352592368118
64,912.5458611889723,101.04972450121495
66,906.4671392984034,51.836491766097204
68,865.2133340112393,62.62518616447591
70,946.6575243328294,61.944646962887525
72,958.3270984582848,23.352345127498957
74,920.1271494385321,41.18488660361881
76,912.8588792705907,81.38308044831942
78,935.6868580558064,71.53208106012316
80,862.2451065482326,64.02983824738965
82,927.9329753400738,24.299391287830847
84,914.7879078977767,31.268506545207394
86,867.9990751340168,50.06191931246701
88,886.9499801714676,56.9931831489421
90,889.5203439334331,113.89544981620624
92,912.0646912753816,63.034268011108665
94,940.9319073014592,42.71882269983156
96,860.885924600866,41.7371639657572
98,964.5191923138011,41.471700551618895
100,937.5077639487297,61.267371465796444
102,885.356361783581,21.1245434482027
104,917.9069111016154,90.11767151265764
106,943.1081143070448,74.61035196412053
108,919.430436077939,76.74076319493558
110,899.102462470116,66.00712612747407
112,959.4750887962631,54.777236494163255
114,892.6168555808429,70.59707048141787
116,933.4593883929459,54.79523570095095
118,890.5401456467295,79.40171142909449
120,903.3436949989011,58.107860304367236
122,922.3441341828927,76.28783906131063
124,933.9545368628069,88.39117128312176
126,916.1341592715359,70.6754880698152
128,853.2217194042994,58.22292864720606
130,936.1310449174935,55.853354677453986
132,953.8845321797604,45.16470913977456
134,939.1601223610885,73.04435122208022
136,866.4380322196573,61.94818681233894
138,908.2036920710777,80.25422389816785
140,917.1248277739872,60.511506305552835
142,957.8490354198811,45.719874734505694
144,969.3566625238496,53.46631517524613
146,908.3850650529282,64.98660345160378
148,881.2547833525347,62.6705220066663
150,1006.5227692486503,39.633077207057276
152,895.151921046299,79.6057548679621
154,947.2410611729085,60.679312267699856
156,974.0668847882646,48.46550047085701
158,955.4385105787393,32.8765869457457
160,870.850252746725,72.9952382477059
162,899.7662293860352,78.25868117433848
164,894.598739633059,51.50543309068568
166,910.9732330075163,70.85339818152039
168,927.1300479552499,51.08460384539481
170,972.9500216260267,17.274288367592156
172,923.2904637430918,74.70033328090994
174,901.8995575668981,45.29612925624326
176,974.7223463138841,50.94666671876539
178,913.7940882301133,71.57561111748353
180,964.7449816616694,56.5078914510603
182,908.3110452204371,53.382925695927106
184,916.5351202472368,72.26711677220824
186,932.7526941230911,61.62043068296772
188,906.066576937761,103.9603146769833
190,1001.412631817046,40.966616062837616
192,897.2754704442501,46.89588116649277
194,880.6315105347651,45.91324727080785
196,914.864936450803,56.765088662506756
198,890.8328904216387,74.73978613584384
200,909.3915989198977,67.70030006560582
